Q100	Boston
Q3157239	Jack La Rue
Q3157279	Jack Mower
Q315728	John Mills
Q315730	Ronald McNair
Q3157307	Jack Rollins
Q315734	John Houseman
Q315737	Robert Crippen
Q31574	Straßkirchen
Q315754	Balamban
Q315763	Bill Pullman
Q315803	Peter Candid
Q315808	Neil Simon
Q315817	Angelo Schiavio
Q31583	Kapan
Q315831	Roque Júnior
Q315839	Claudio Gentile
Q3158449	Jacques Cachemire
Q315851	Carcar
Q315864	Gary Cole
Q3158736	Jacques Dessemme
Q3159	Kursk
Q315923	Compostela
Q315967	William Morris Davis
Q315989	Thomas Babington Macaulay, 1st Baron Macaulay
Q315992	Michel Preud'homme
Q315996	Jan van Goyen
Q316003	Richard Farnsworth
Q316023	Big Momma's House
Q316028	Dobbertiner See
Q316032	John C. McGinley
Q3160420	Jaden Schwartz
Q31605215	2017 Vuelta a Burgos
Q3160573	Jaime Lee Kirchner
Q3160745	Deception
Q31607760	2018 Deutschland Tour
Q316106	José Calderón
Q3161279	James Millican
Q3161328	James Parrott
Q3161458	James Van Der Zee
Q316146	Minglanilla
Q3161467	James W. Horne
Q3161480	James Westerfield
Q3161522	Jamie Allison
Q3161538	Jamie Lech
Q3161564	Jamie Oleksiak
Q316161	Lenny Wilkens
Q316179	Moses Malone
Q316183	Pete Maravich
Q316190	Joe Sakic
Q316197	Naga
Q316229	Paulo Sérgio
Q316246	Phil Jackson
Q316249	Mario Lemieux
Q316252	Šarūnas Jasikevičius
Q316259	Pinamungajan
Q316261	Linas Kleiza
Q316269	Agostino Carracci
Q3162848	Jasha Sütterlin
Q316288	Mariano Rumor
Q3162897	Jason Bonsignore
Q3162898	Niven Busch
Q3162900	Jason Botterill
Q3162919	Jason Dawe
Q3162928	Jason Doig
Q316299	Piermario Morosini
Q3162992	Jason Ryznar
Q316307	Giovanni Battista Piranesi
Q316318	San Fernando
Q3163245	Jay Miller
Q316336	Ersan İlyasova
Q3163547	They Made Me a Criminal
Q316371	Vladimir Ivanovich Vernadsky
Q316378	Victor Hănescu
Q316388	Hans Sarpei
Q3164	Ardennes
Q316406	Main–Spessart railway
Q316417	Thomas P. Stafford
Q316436	César Sampaio
Q316446	Sam Rockwell
Q316479	Djamel Mesbah
Q316527	Toledo
Q316557	Linus Gerdemann
Q316577	Jorge Garbajosa
Q316580	Viktor Khryapa
Q316596	Justin Theroux
Q316597	Willem van Bemmel
Q31660	Sepahan F.C.
Q3166077	Jean-Guy Gendron
Q316629	Alan Cumming
Q316641	Joel Grey
Q316647	Randy Quaid
Q316661	Daniel Boone
Q316681	Gareth Southgate
Q31669	Neukirchen vorm Wald
Q316698	Glenn Whelan
Q3167	Siegen
Q316709	Steve Coogan
Q316712	Patrick Duffy
Q316728	Julio César Cáceres
Q316731	Federico Barocci
Q316759	Ingolstadt–Neuoffingen railway
Q316772	Raúl García
Q316779	Øyer
Q316788	Jack Williamson
Q316789	Melbourne Victory
Q316795	Reinhold Glière
Q316799	Henri Camara
Q316809	Albert Ferrer
Q31683	Dwyane Wade
Q316844	Ryan Murphy
Q316857	Jerry Stiller
Q316864	Vladislav Tretiak
Q316865	SC Preußen Münster
Q31690	Bruckberg
Q316904	Levi Leipheimer
Q316910	Damiano Cunego
Q316917	Kevin Mirallas
Q316955	Michael Dorn
Q316977	Dylan Walsh
Q316995	Lomana LuaLua
Q317001	Sammy Adjei
Q317004	Iván de la Peña
Q317026	Thomas Mitchell
Q317033	Dimitri Tiomkin
Q317036	Regen
Q317038	Max Planck Medal
Q317045	Mehmet Okur
Q317050	Thodoris Papaloukas
Q317053	University of Giessen
Q317060	Altmühl
Q3171043	Melody Ranch
Q317118	Robbie McEwen
Q317142	Leonardo Sciascia
Q317201	Txiki Begiristain
Q317223	Fernando Cavenaghi
Q317228	Kurtwood Smith
Q317237	Harpo Marx
Q317238	Oberliga Süd
Q317272	Alan Menken
Q317277	Øyeren
Q317282	Enzo Maresca
Q317321	Øygarden
Q317322	Alfonso Pérez
Q317326	Hélette
Q317327	Julius Hirsch
Q317343	Chiwetel Ejiofor
Q317349	Conques
Q317358	Michael Imperioli
Q317365	Owen Hart
Q3173906	Jean Perniceni
Q3174090	Jean Potvin
Q31741	Barry Watson
Q317417	Ally McCoist
Q3174579	Jean Savard
Q317480	Wanne-Eickel–Hamburg railway
Q317491	Greg Bear
Q317527	Boris Diaw
Q317532	Fredy Guarín
Q317539	Jonathan Brandis
Q3175515	Detroit Shock
Q317563	Sung Kang
Q317567	Barry Sonnenfeld
Q317574	Mack Sennett
Q3176340	Jed Whedon
Q3176452	Jeff Chychrun
Q3176474	Jeff Daniels
Q3176481	Jeff Farkas
Q317654	Raúl Juliá
Q3176574	Jeff Parker
Q31766	Mariano Ferreira Filho
Q3176603	Jeff Toms
Q3176618	Socialist Party of the Valencian Country
Q3177080	Déjà Q
Q3177264	Jere Gillis
Q3177322	Jeremy Kagan
Q3177416	Jerome Cowan
Q3177475	Jerry Johnson
Q3177509	Jerry Thorpe
Q3177619	The True Story of Jesse James
Q3177733	Proving Ground
Q3177814	Indianapolis Jets
Q317792	Valeri Polyakov
Q317807	Denis Irwin
Q317809	Berre-l'Étang
Q317817	Lloyd Bridges
Q317827	Hanamaki
Q317832	Nayef bin Abdul-Aziz Al Saud
Q3178411	Balance of Terror
Q317847	Inagi
Q3178613	The Lonely Man
Q317863	Mário Jardel
Q3178733	Jim Bartlett
Q317885	Arie Haan
Q3178896	Jim Meskimen
Q3178984	Jiminy Glick in Lalawood
Q3179007	Jimmy Aubrey
Q3179026	Jimmy Conlin
Q317920	Simon Vouet
Q3179630	Joan Woodbury
Q3179643	Every Girl Should Be Married
Q3179708	George Munroe
Q3179834	Jocelyn Guevremont
Q3179952	Jody Hull
Q3180062	Joe Finley
Q3180106	Joe Lamb
Q318016	Twilight's Last Gleaming
Q318047	Narashino
Q318051	Alfredo Binda
Q318067	Michel Chasles
Q3180788	Hell and High Water
Q3180926	John Archer
Q3181013	John Beal
Q3181015	John Beal
Q318119	Miranda
Q3181257	Walt Stanchfield
Q3181322	2009 Basque regional election
Q3181327	John Davidson
Q318134	Colin Hanks
Q3181436	John Emery
Q3181489	John Ferguson
Q3181558	John Gallagher
Q3181589	John Gilroy
Q318165	Luke Perry
Q3181656	The Nuttall Encyclopædia
Q318169	Abe Lincoln in Illinois
Q3181696	John Harmon
Q318172	Héctor Scarone
Q3181785	John Howard
Q3181788	John Hubbard
Q318184	Juninho Paulista
Q3181885	John Kordic
Q3181945	John Litel
Q3181961	John Lupton
Q3182027	Brunei Bay
Q3182044	John McConnell
Q3182067	John McLiam
Q318226	Stefano Fiore
Q3182263	John Paul Jones
Q318231	William Mapother
Q3182329	John R. Cumpson
Q3182336	Lydia
Q3182366	John Ridgely
Q318249	Matthew Modine
Q318261	Lon Chaney Jr.
Q3182669	John W. Dunn
Q318267	Eric Stoltz
Q3182789	John Wright
Q318287	Cameron Crowe
Q318292	Roger Corman
Q3182980	Johnny Tremain
Q3182992	Johnny Wilson
Q3183	Perth
Q318307	Club Atlético Rosario Central
Q318312	Ed Begley
Q3183420	Jon Matsumoto
Q3183449	Jon Rheault
Q3183714	Jordan Schmaltz
Q318378	Danilo Di Luca
Q318383	Bryan Ruiz
Q3184	Ariège
Q318412	James Doohan
Q318435	Detroit River
Q3184504	Asia Oceania Floorball Confederation
Q318475	Randy Newman
Q318487	James Ellroy
Q3185	Hildesheim
Q318509	Henry Rollins
Q318513	Ken Mattingly
Q318530	Siaka Tiéné
Q318536	Chidi Odiah
Q318542	Michael P. Anderson
Q318546	Abelardo Fernández
Q318575	Kim Kirchen
Q318584	Thomas Rowlandson
Q3185974	Josh Holden
Q3186035	Joshua Meador
Q318607	Richard Crenna
Q3186270	Ernesto Díaz
Q3186305	José Gonçalves
Q318640	Antonio del Pollaiolo
Q318649	Ghost Whisperer
Q3186498	Rachid Ghezzal
Q318651	Mr. & Mrs. Smith
Q318695	Dresden–Děčín railway
Q318712	Renny Harlin
Q3187200	Joy Garrett
Q318734	Claude Rains
Q3187366	Joël Bouchard
Q318741	Jean-Antoine Houdon
Q318766	The Terminal
Q318769	Francesco Guardi
Q3187880	Juano Hernández
Q318885	Mako
Q318895	Allgäu Railway
Q318898	Vasil Kiryienka
Q3189043	Julia Faye
Q3189071	Julian Alaphilippe
Q318910	Interview with the Vampire
Q318929	Danny Granger
Q318938	Bubba Smith
Q3189485	Julien Duval
Q318955	Patrick Lebeau
Q3189599	Julien Morice
Q318969	HNK Rijeka
Q318975	Atlantis: The Lost Empire
Q319	Jupiter
Q3190085	Junket Whore
Q319041	Obersee
Q3190457	Justin Jules
Q319061	Good Night, and Good Luck.
Q319115	The Adventures of Huckleberry Finn
Q319129	Barry Goldwater
Q319147	China Seas
Q319174	Across the Pacific
Q319184	Son of Fury: The Story of Benjamin Blake
Q319197	Timon & Pumbaa
Q319204	Brett Ratner
Q319208	Yasser Seirawan
Q319247	Mark Messier
Q319257	Hans van Breukelen
Q3193117	Karen Maruyama
Q319336	Stephon Marbury
Q3193394	Karl Hajos
Q319368	Oleh Protasov
Q319389	Tim Kring
Q319396	Miklós Rózsa
Q3193983	Kate Toncray
Q3194	Aube
Q3194014	Katharine Alexander
Q3194080	Kathleen Lockhart
Q31945	Arabian Peninsula
Q3194910	Kelly Miller
Q3195033	Ken Gernander
Q3195042	Ken Houston
Q3195059	Ken Lynch
Q3195082	Ken Randall
Q3195191	Kenneth Malitoli
Q3195242	Kenny Washington
Q3195281	Kent Carlson
Q3195361	Kepa Arrizabalaga
Q319543	Gianluca Pessotto
Q3195468	Kermit Maynard
Q3195490	Kerris Dorsey
Q3195713	Kevin Hayes
Q3195753	Kevin McClelland
Q3195799	Kevin Sawyer
Q319591	Chris Froome
Q319630	Henry Clay
Q319654	LaGuardia Airport
Q3196721	Chancel Mbemba
Q3196819	Kim Webster
Q31970	Brenda Strong
Q3197040	Three Girls Lost
Q31971	Reap the Wild Wind
Q319725	Lou Diamond Phillips
Q3197271	Khiuaz Dospanova
Q319740	Kawagoe
Q319743	Kashiwa
Q319764	Archduke Joseph, Palatine of Hungary
Q319777	Wojciech Kilar
Q319783	Rambo: First Blood Part II
Q3198000	Knight of Cups
Q31981	David Alaba
Q319817	Joey
Q319861	Alexandre Benois
Q3198775	Konstantin Shayne
Q3199039	Malangen
Q3199779	Kristian Sbaragli
Q319986	David Heyman
Q319987	2004–05 Fußball-Bundesliga
Q319996	Thomas Newman
Q3200	Salzgitter
Q320025	Brian Grazer
Q320036	Richard Widmark
Q320047	Dick Scobee
Q320052	Vincent D'Onofrio
Q320068	Konstantin Feoktistov
Q320084	Kevin Durand
Q320092	Nuremberg–Bamberg railway
Q320093	Tom Skerritt
Q32011	On the Town
Q320118	Domenichino
Q3201640	Frontier Marshal
Q3201653	The Eagle
Q3201871	Love Is News
Q320194	Rashidi Yekini
Q320204	Jeffrey Tambor
Q320218	Carl Weathers
Q3202734	The Voice of the Turtle
Q3202739	Buchanan Rides Alone
Q3202745	The Wonderful Country
Q3202752	Summer Storm
Q3203089	Caught in the Draft
Q3203198	Eagle Squadron
Q3203424	The Fascinating Mrs. Francis
Q3203426	Government Girl
Q3203487	The Romance of Rosy Ridge
Q3203593	Manhandled
Q3203606	Sleep, My Love
Q3203623	The Man in the Net
Q3203654	It Had to Be You
Q320384	Beetlejuice
Q3203845	The Adventures of Bullwhip Griffin
Q3204040	One Way Street
Q3204054	The Impostor
Q3204110	Who's Got the Action?
Q3204158	B.F.'s Daughter
Q3204228	The Great Man's Lady
Q320423	The Spy Who Loved Me
Q3204274	What's So Bad About Feeling Good?
Q3204287	Fearless Fagan
Q3204466	Bird of Paradise
Q320461	The Mummy Returns
Q3204615	The Pirate's Gold
Q3204624	Great Day in the Morning
Q3204625	Bring on the Girls
Q3204629	Oklahoma Crude
Q3204650	The Other Love
Q320466	White Star Line
Q3204716	Stratagem
Q3204878	Standing Room Only
Q3204880	The High Cost of Loving
Q3204891	Shine On, Harvest Moon
Q3205079	The Voice of the Violin
Q3205380	Harbinger
Q3205397	I'd Climb the Highest Mountain
Q3205448	Swamp Water
Q3205464	Forever Female
Q3205548	Walk Softly, Stranger
Q3205691	Coney Island
Q320588	Close Encounters of the Third Kind
Q3206	Western Australia
Q3206373	Brian's Song
Q320642	North Rhine-Westphalia Academy for Sciences and Arts
Q3206562	Slave Girl
Q320671	Johann Philipp Lemke
Q3206794	The Crystal Ball
Q32069506	Three Seas Initiative
Q3207	Aude
Q3207329	Day of the Outlaw
Q3207463	Station West
Q3207494	City Without Men
Q320754	Jiří Dopita
Q3207801	The Rage of Paris
Q3207812	Rope of Sand
Q3207979	The Cross of Lorraine
Q3208117	The Bullfighter and the Lady
Q3208119	The Woman in Red
Q3208613	Adam Had Four Sons
Q3208680	Trade Winds
Q3208681	Montana Belle
Q3208717	Dakota
Q3208735	The Unholy Wife
Q3208765	Frenchie
Q3208873	Hit the Deck
Q3208878	The Forest Rangers
Q3208884	Calamity Jane and Sam Bass
Q3208885	Buccaneer's Girl
Q3208932	The Godless Girl
Q3208985	The Foxes of Harrow
Q3208990	Pittsburgh
Q3208991	His Brother's Wife
Q3209026	The Golden Arrow
Q3209050	State Fair
Q3209079	Skylark
Q3209197	Maurice Ransford
Q3209286	From Hell to Texas
Q3209290	Desert Fury
Q3209291	Ruby Gentry
Q3209424	The Real Glory
Q320943	Matsudo
Q3209445	Mystery Street
Q3209480	Nob Hill
Q320950	Trutnov
Q320963	Giuseppe Pella
Q320973	Robert Wisdom
Q3209797	The Maverick Queen
Q320980	Lucas van Leyden
Q3209845	The Red Girl
Q321007	RMS Olympic
Q3210268	The San Francisco Story
Q321043	Dornbirner Ach
Q3210438	The Red House
Q321061	FC Sion
Q3210646	The Iron Mistress
Q321074	Piešťany
Q3210740	Springfield Rifle
Q3210913	Foxfire
Q321111	Breil-sur-Roya
Q3211184	Night at the Museum
Q3211328	The Old Fashioned Way
Q3211405	The Dawn Patrol
Q3211814	Devil's Doorway
Q321182	Giò Pomodoro
Q3211989	Rage in Heaven
Q32120	University of Halle-Wittenberg
Q3212069	Moontide
Q321245	Richard Serra
Q3212525	Side Street
Q321253	Kriegsmarinewerft Wilhelmshaven
Q3212557	The Texans
Q3212614	San Quentin
Q3212738	The Petty Girl
Q3212757	Scene of the Crime
Q321284	Heinrich Altherr
Q3212960	Rookie of the Year
Q3213070	Frontier Gal
Q3213501	Bride of Vengeance
Q3213537	The Widow from Monte Carlo
Q3213542	Black Widow
Q321358	Ulisse Aldrovandi
Q3213588	Jack London
Q3213599	The Life of Jimmy Dolan
Q3214	Cottbus
Q3214106	You're in the Navy Now
Q321423	Law & Order
Q321430	Västmanland
Q3215230	Lake Texoma
Q321527	Jonathan Borofsky
Q321552	Raïs M'Bolhi
Q321561	Scent of a Woman
Q321576	Jack Molinas
Q32159	Singapore Changi Airport
Q3216	Aveyron
Q321604	Jindřich Polák
Q321729	Carchi Province
Q321761	Nuremberg–Cheb railway
Q321773	Nuremberg–Augsburg railway
Q321790	Bill Peet
Q3218035	Larry Carriere
Q3218036	Larry Clemmons
Q3218062	Larry J. Blake
Q3218065	Larry Keating
Q3218074	Larry Kwong
Q3218090	Larry Pine
Q3218094	Larry Regan
Q3218120	Larry Wright
Q321837	German Bight
Q321863	Imbabura Province
Q3218882	Laurence D. Fink
Q321917	Spalding Gray
Q3219465	Laurent Pêcheux
Q321947	Ed Olczyk
Q321963	Mike Bullard
Q321978	Lon McCallister
Q3219927	Lawrence Warbasse
Q3220188	South Sea Woman
Q3220245	Hollow Triumph
Q322029	Christoph Schwarz
Q3220329	River Lady
Q3220343	Advance to the Rear
Q322037	La Capelle-et-Masmolène
Q322056	Lance Reddick
Q3220645	The Sound and the Fury
Q3220901	The Purple Mask
Q3220902	Man in the Saddle
Q322126	Valkeakoski
Q3221393	You Can't Get Away with Murder
Q3221473	The Big Circus
Q322164	European route E22
Q3221724	Clive of India
Q322179	Wallace Beery
Q3221969	Ivy
Q3222165	Slave Ship
Q3222191	The Last Train from Madrid
Q3222450	My Reputation
Q322247	Nathan Dempsey
Q3222599	Dévoluy
Q3222667	Phantom of the Rue Morgue
Q3222758	The Proud Rebel
Q322278	Christian Dubé
Q32228	The Nutty Professor
Q3222801	The Son of Monte Cristo
Q3222806	Son of Sinbad
Q3222839	Moonrise
Q3223021	The Test of Friendship
Q3223043	The Earl of Chicago
Q3223078	Way of a Gaucho
Q3223175	The Tall Target
Q322328	The Nightmare Before Christmas
Q3223456	The President's Lady
Q322360	Maurice Edu
Q3223627	Home in Indiana
Q3223786	Monsieur Beaucaire
Q3223885	The Kid from Brooklyn
Q3224	New South Wales
Q3224286	The Squaw Man
Q322436	Michel Riesen
Q3224461	The Undercover Man
Q322505	Yves Racine
Q3225260	The Godfather trilogy
Q3225487	Appointment for Love
Q3225615	The Clay Pigeon
Q3225771	The Red Pony
Q322582	Paul Delaroche
Q3225983	Trial
Q3226000	Speak Easily
Q3226031	Kidnapped
Q3226307	Hangman's Knot
Q3226385	Arsène Lupin Returns
Q3226392	Bulldog Drummond Strikes Back
Q3226438	The Return of Doctor X
Q3226767	Wake of the Red Witch
Q3226877	Man in the Shadow
Q322688	Valleraugue
Q3226892	Tap Roots
Q3227093	Warpath
Q322722	Robert Scheerer
Q3227339	The Violent Men
Q3227377	This Time for Keeps
Q322750	Aron Eisenberg
Q3227568	Between Heaven and Hell
Q3227676	Le Tigre du ciel
Q3227795	Horizons West
Q322783	Syl Apps
Q3227913	Treasure of the Golden Condor
Q3228001	The Ghost Ship
Q3228227	The Moonlighter
Q3228342	The Vaquero's Vow
Q3228415	The Unsuspected
Q3228430	The Doctor Takes a Wife
Q3228476	Marriage Is a Private Affair
Q3228575	The Killer Is Loose
Q3228865	Lee Fogolin
Q3229411	Len Lunde
Q32295	Michael J. Massimino
Q322960	Ted Tetzlaff
Q3229709	Leonardo Colella
Q32301	Yuri Trofimov
Q3230257	Leroy Goldsworthy
Q32305	Stephen Frick
Q3230520	Salome Where She Danced
Q3230626	The Rawhide Years
Q323076	Shawn Levy
Q3230804	Perri
Q3230887	Ice Palace
Q3230960	Hell's Half Acre
Q3231454	South of St. Louis
Q3231621	The Keys of the Kingdom
Q323166	Sterling Hayden
Q3231712	Carson City
Q3231720	The Conspirators
Q3231770	Code of Honor
Q3231778	Haven
Q3231794	Wild Harvest
Q3231795	Lonely Among Us
Q3231803	Angel One
Q3231807	The Naked Now
Q3231873	Les Cunningham
Q323201	Keenen Ivory Wayans
Q3232251	Three Faces West
Q323231	Aragona
Q323243	Irving Rapper
Q3232629	The Last Outpost
Q323271	Alexander Golitzen
Q3232718	The Gay Sisters
Q3232728	The Spoilers
Q32328303	Sheila Michaels
Q3232924	Come on Marines
Q3232960	Night People
Q323310	Mont Blanc Tunnel
Q323316	Alan Guth
Q323318	Dark Shadows
Q323320	Kip S. Thorne
Q3233229	Men in White
Q3233309	Violent Saturday
Q323331	Peter Lax
Q323335	The Penguins of Madagascar
Q3233429	Man on the Flying Trapeze
Q3233535	I Love Trouble
Q323392	Scream 4
Q3234125	The Misadventures of Merlin Jones
Q323414	Simi Valley
Q3234176	Behind the Music
Q323432	Fairfield
Q3234357	The Country Bears
Q323445	Harold Hecht
Q3234692	Pillars of the Sky
Q323472	The Fighter
Q32348	Gogebic County
Q32349	Lake County
Q3235	Northern Territory
Q323510	Philipp Walsleben
Q3235103	Two Flags West
Q3235125	A Drunkard's Reformation
Q3235245	Riot in Cell Block 11
Q3235479	Seven Thieves
Q323560	Shawn Heins
Q3235761	Hell Divers
Q323581	Bertholet Flemalle
Q323595	Basil Ruysdael
Q3236345	Woman's World
Q3236787	Lester Dorr
Q3237	Rügen
Q323719	Paul Lehmann
Q323722	Bates Motel
Q3237275	Lew Temple
Q323729	Russell Harlan
Q3237311	Lewis Seiler
Q3238	Tegucigalpa
Q323827	Doctor Zhivago
Q3238805	Alaska Time Zone
Q323891	Logan Couture
Q323892	Stenico
Q323902	Godfried Guffens
Q3239271	Encounter at Farpoint
Q323950	Donn Cambern
Q32396	American Airlines
Q3239712	Moret–Lyon railway
Q3239775	Paris–Le Havre railway
Q3239881	Saint-Denis–Dieppe railway
Q3240	Bouches-du-Rhône
Q3240094	Orléans–Montauban railway
Q324011	The Best Offer
Q324055	Saint-Germain-de-Montgommery
Q324086	Frederick W. Smith
Q3240954	Presenting Lily Mars
Q3241699	Murder on the Orient Express
Q3241920	Lionel Pape
Q324222	Jaxu
Q324227	Lantabat
Q3242394	Lisa Darr
Q324273	Combourg
Q324287	Mark Pederson
Q324288	Jan van Huchtenburgh
Q324318	Joseph von Führich
Q32433	Lincoln
Q324338	FC Torpedo Moscow
Q324349	Busher Jackson
Q3243613	Guiyang Longdongbao International Airport
Q324379	Earl Seibert
Q3244057	Elverta
Q324440	Sprague Cleghorn
Q324446	Bill Lindsay
Q3244512	Harry Potter
Q324523	Las Vegas Raiders
Q324557	Resident Evil: Afterlife
Q324571	John Walker
Q324589	Club Atlético Lanús
Q324625	King Clancy
Q324647	Edi Gathegi
Q3246557	Claremont Colleges
Q3246572	Tarzan and the She-Devil
Q3246742	Pendleton Ward
Q324693	Arthur Berry
Q324699	STS-69
Q324704	STS-67
Q3247419	Richie Dunn
Q3247961	Tsukasa Shiotani
Q324833	Embassy of Germany, Washington
Q32488	2 Broke Girls
Q3249	Calvados
Q324908	Munich–Garmisch-Partenkirchen railway
Q32494	FC Schalke 04
Q324953	Kelly Fairchild
Q325016	George Howard Darwin
Q325138	Maurice Richard
Q325190	Harold F. Kress
Q32522	Jennifer Aniston
Q325339	Leonhard Beck
Q32535	That's My Boy
Q325396	Judd Apatow
Q325398	Phil Brown
Q325427	Howard Keel
Q325464	Gaspare Landi
Q3255	Usedom
Q325538	Road to Singapore
Q325575	Sweet November
Q325643	Who's Afraid of Virginia Woolf?
Q325661	Sara Haden
Q325671	Ted Drury
Q325695	Clara Blandick
Q3257522	Lloyd Corrigan
Q3257528	Lloyd Gough
Q3257530	Lloyd Ingraham
Q325780	TUI Cruises
Q325781	Betty Blythe
Q3258	Australian Capital Territory
Q325814	Matt Winston
Q3259	Cantal
Q3259565	Lorient Agglomeration
Q3259607	Lorne Davis
Q3259608	Lorne Duguid
Q325966	Babe Pratt
Q325971	Dorothy Bernard
Q325977	Luther Green
Q325979	Tony Salmelainen
Q325986	Jo Kiesanowski
Q325988	2011 Grand Prix Cycliste de Montréal
Q325997	Bryan Oviedo
Q3260111	Lou Angotti
Q326066	John Hoppner
Q326114	True Grit
Q326143	Californication
Q326181	Patrick Bamford
Q326190	Dave Keon
Q326217	Diane Delano
Q326225	2011 Grand Prix Cycliste de Québec
Q326230	2012 Grand Prix Cycliste de Montréal
Q326232	2012 Grand Prix Cycliste de Québec
Q326240	Ross Barkley
Q326270	Aumont-Aubrac
Q326295	Plymouth
Q3263669	Louise Beavers
Q3264157	Love Finds a Way
Q3264175	Love Is on the Air
Q326434	Thomas Couture
Q3264373	Lowell Gilmore
Q326444	Mark Pellegrino
Q326488	Taras Mykhalyk
Q326492	2008–09 UEFA Cup
Q3264974	Luca de Meo
Q3265011	Luca Wackermann
Q326526	Wall Street: Money Never Sleeps
Q3265616	Lucien Littlefield
Q3265748	Kingdom Hearts III
Q3266	Charente
Q3266004	Lucy Garner
Q3266236	Count Dracula
Q3266299	The Light in the Forest
Q3266512	Luigi Pellegrini Scaramuccia
Q3266586	Luis Alberni
Q326671	Caumont-sur-Orne
Q3266987	Luka Pibernik
Q326723	Leon Ames
Q3267394	Lumsden Hare
Q326753	Strembo
Q326782	Dourbies
Q326877	Munich–Augsburg railway
Q326883	Telve
Q326912	Brent Severyn
Q326913	Telve di Sopra
Q326956	Uji
Q3269588	Lynne Overman
Q326968	Tenno, Trentino
Q327	Brittany
Q327022	Rockville
Q327034	Terragnolo
Q327051	Railjet
Q327080	Cleburne County
Q327100	Zimbabwe national football team
Q327161	Tesero
Q327162	European route E40
Q327165	Philip Yordan
Q327172	Club Atlético Huracán
Q3271802	Léopold Flameng
Q3272	Lake Winnipeg
Q327207	Tione di Trento
Q327218	Glarus Alps
Q327221	Bernese Alps
Q327236	Ton, Trentino
Q327238	Toronto FC
Q3272694	The Survivors
Q3272788	2005 Galician regional election
Q3272792	2001 Galician regional election
Q327285	Stefan Reuter
Q327293	Anish Kapoor
Q3272978	time in Malaysia
Q327312	Cellular
Q327318	Tonadico
Q3273366	M
Q327341	Torcegno
Q3273514	Oh, Men! Oh, Women!
Q327371	Trambileno
Q3274	Managua
Q3274025	Easy Parham
Q327432	Victor Schröter
Q327437	Bob Sweeney
Q327493	Arthur Lubin
Q327497	Bill McDougall
Q3275179	Where Silence Has Lease
Q327536	Nathan Redmond
Q327542	John McGiver
Q327571	Kurt Van De Wouwer
Q3275883	Mademoiselle Fifi
Q327609	Valfloriana
Q3276247	Mads Pedersen
Q32763	Santillana
Q327644	Vallarsa
Q327646	Enron
Q3276702	Marco Canola
Q3276795	James B. Clark
Q327680	Varena, Trentino
Q327681	Dogville
Q3276974	Lal Bahadur Shastri Airport
Q327713	Men in Black 3
Q327714	Robert Cornthwaite
Q327731	Vermiglio
Q327764	Prachatice
Q3278	Charente-Maritime
Q327828	Robert Sterling
Q3278801	Huckleberry Finn
Q327930	Vigo di Fassa
Q3279588	Untamed
Q3279688	Captain Carey
Q327977	Kežmarok
